sentence1,sentence2,similarity,predicted_similarity
A person filming the outdoors.,There is a couple outdoors.,0.32,0.13333333333333333
The man is standing in a lake near a waterfall,The man is standing in a body of water near a waterfall,0.94,0.8181818181818181
I'd say it primarily depends on two things:,I'd say it depends on the ultimate outcome you want?,0.4,0.5000000000000001
A waterfall is flowing into a shallow pool,The people are not walking on the road beside a beautiful waterfall,0.4,0.36666666666666664
A girl is wearing a pink shirt with white writing on it and is lying in the grass,The young girl with a shirt dyed pink is peacefully lying on the grass,0.82,0.75
A man is getting into a car in a garage,A man is getting into a car,0.8400000000000001,0.8571428571428571
A boy under an umbrella is being held by his father who is wearing a blue coat,A child is experiencing a new world,0.3,0.2727272727272727
A grey dog is jumping toward a black and white dog in the snow,A grey dog is jumping toward a black and white dog in the water,0.7,0.6666666666666666
"""Saddam is gone, but we want the (U.S.) occupation to end,"" said Hit resident Abu Qasim.","""Saddam is gone, but we want the (U.S.) occupation to end.""",0.6400000000000001,0.47999999999999987
Nobody is standing in the ocean and watching the sunset,Two people are wading through the water,0.62,0.2592592592592593
A dog with a ball is being chased in the grass,A dog is chasing a ball on the grass,0.72,1.0
No people is sitting around a fire at night,People are clustered around a bonfire at night,0.78,0.7666666666666667
An airplane is taking off,There is no airplane taking off,0.76,1.0
A woman is placing skewers onto a rack,There is no woman placing skewers onto a rack,0.8,0.8
It's not a good idea.,Not a good idea.,1.0,1.0
Afghan Parliament Votes to Oust Key Ministers,Afghan parliament votes to remove key ministers,0.96,0.9166666666666666
A family is watching a little boy who is hitting a baseball,A family is watching a boy who is hitting a baseball,0.92,0.9393939393939394
The lady is carefully slicing up the meat,The lady is slicing up the meat,0.86,0.8571428571428571
The black dog is carrying a blue and white ball in its mouth,The black dog is carrying a blue and white toy in its mouth,0.98,0.9285714285714286
A man is doing trick with play cards.,A man is performing a card trick.,1.0,0.875
There's not a lot you can do about that.,I'm afraid there's not really a lot you can do.,1.0,0.5
Several young people are posing for a photo and holding drinks,A group of people is holding drinks and pointing at the camera,0.8,0.6153846153846154
The crowd is watching two cars designed for racing that are leaving the starting line,The crowd is watching two racing cars that are leaving the starting line,0.94,0.9411764705882353
A person is cutting some ginger,There is no person slicing an onion,0.58,0.6666666666666666
A black and white photo of a man driving a car and someone with a motorcycle.,A black and white photo of a man in a classic car and a man with a classic motorcycle.,0.8,0.784313725490196
A man in a blue cowboy hat is riding a black horse,A man in a blue cowboy hat is riding a white horse,0.74,0.9285714285714286
A man is picking a can,A woman is slicing a tomato,0.2799999999999999,0.13333333333333333
"Car bomb at Swedish consulate in Libya's Benghazi, no casualties","Car Bomb Hits Swedish Consulate in Benghazi, None Hurt",1.0,0.625
National Breast Cancer Centre chief executive Professor Christine Ewan said it was too early to quantify the risk to women.,National Breast Cancer Centre head Professor Christine Ewan said there was no need for panic.,0.52,0.6266666666666666
A brown dog runs towards the camera on a dirt trail with mountains in the background.,A brown dog runs toward the camera down a rocky trail through the brush with mountains in the background.,0.8,0.7719298245614035
Two men are dancing together.,A woman opens a closet.,0.0,0.2857142857142857
A child is waking up.,A girl is waking up.,0.6400000000000001,0.6666666666666666
Someone is stroking the belly of an animal,A woman is stroking a lemur,0.78,0.380952380952381
A dirty soccer ball is rolling into a goal net,A soccer player is kicking a ball into the goal,0.76,0.7575757575757578
Someone is stirring a pot of chili with a spoon,Someone is not stirring chili in a kettle,0.74,0.8148148148148147
Two black and white dogs at the bottom of stairs.,A dog is lying at the bottom of a staircase next to another standing dog.,0.52,0.4761904761904763
Diana was at her lowest ebb when she wrote the letter to Paul Burrell claiming there was a plot to kill her.,Burrell said Diana wrote a letter in October 1996 claiming there was a plot to kill her in a smash and gave it to him to keep as insurance.,0.6000000000000001,0.5277777777777778
Looking to buy the latest Harry Potter?,Harry Potter's latest wizard trick?,0.38,0.6060606060606061
Three boys are carefully walking on rocks along a river,The men in brown shorts are walking on the rocks beside a river,0.7,0.6428571428571429
There is no man in a black jacket doing tricks on a motorbike,A person in a black jacket is doing tricks on a motorbike,0.72,0.9
The brown dog and the red dog are frolicking on the beach,A brown dog and a red dog are frolicking on the beach,0.98,0.8333333333333334
One witness told Anatolian he saw the plane on fire while it was still in the air.,One witness told the Anatolian news agency he saw the plane on fire in mid-air.,0.92,0.7936507936507936
The woman in overalls paints a picture for her wall.,A woman is painting her wall white.,0.52,0.7407407407407408
There is no person riding a motorbike in the event related to motocross,The person is riding a motorbike on a sandy track,0.713,0.6060606060606061
A boy next to some buckets of rags is holding an object,A young black child is standing on the edge of a body of water near some buckets,0.62,0.31111111111111106
There are four people outside.,Five people are outside.,0.6000000000000001,0.7777777777777778
There is no panda climbing,A panda is climbing,0.6599999999999999,1.0
Mimes are performing on a stage,No little dog is running on the sand,0.2,0.1904761904761905
Pak religious body endorses underage marriage,CII endorses underage marriage,0.6000000000000001,0.6
Two dogs are running through the beach,Two dogs are running quickly through a park,0.6599999999999999,0.6666666666666666
"That compares with a profit of $1 million, or breakeven, on $1.39 billion in revenue during the same period last year.","Total revenue for the second quarter was $1.48 billion, up 7% from $1.39 billion in the same period last year.",0.3,0.47619047619047616
You have a problem.,This is a big problem.,0.8,0.6666666666666666
Ferrer cruises into Australian Open quarter-finals,Ferrer beats Nishikori to advance to Australian Open quarterfinals,0.7200000000000001,0.380952380952381
The man is exercising.,A man is doing pull-ups.,0.6400000000000001,0.5333333333333333
"A child, who is small, is outdoors climbing steps outdoors in an area full of grass",A small child is outdoors climbing steps in a grassy area,0.98,0.7916666666666666
The chef is carefully pouring oil in the pan,The chef is carefully pouring some oil into a pan,0.96,1.0
The transaction will grant Handspring stockholders 0.09 of a share of Palm--and no shares of PalmSource--for each share of Handspring common stock.,"Under the proposed terms of the transaction, and following the spinoff of PalmSource, Palm will exchange 0.09 shares for each share of Handspring.",0.75,0.3641975308641975
The bride and the groom are leaving after the marriage,A married couple is walking down the aisle,0.72,0.4583333333333333
A man is bowling.,A kitten is walking.,0.0,0.16666666666666666
A young girl with painted face is standing next to some other children,Kids are not dressed in costumes and playing a game,0.58,0.41666666666666663
A man is pouring a plate of shredded cheese into a pot of sauce,A man is pouring a pot of cheese sauce into a shredded plate,0.6,1.0
"A child, who looks young, is standing in front of some trees",A small boy is standing in the forest,0.72,0.4333333333333333
The turtle is following the red fish,The turtle is following the fish,0.92,0.8571428571428571
A man is chopping a log with an axe,There is no man chopping a log with an axe,0.6599999999999999,1.0
A white rally car is throwing mud into the air and is approaching a bend in the track,A white racing vehicle is driving through a puddle,0.8400000000000001,0.4047619047619048
A brown and white dog is catching a dirty tennis ball in a dirt field,A dog is running on the beach and chasing a ball,0.58,0.47619047619047616
A woman is cracking an egg into a bowl,There is no woman cracking an egg into a bowl,0.76,1.0
A man is confidently slicing a carrot with a knife,The woman is slicing an onion,0.4599999999999999,0.33333333333333326
