,id,s1,s2,score,BERT
11454,sick_train_6460,A kid is splashing in the pool,A kid is splashing in the ocean,0.82,0.8884430527687073
11455,sick_train_2767,A cyclist is performing a jump on a bicycle,A bicyclist is performing a trick over wall full of graffiti,0.76,0.8244714736938477
11456,sick_train_6497,The man is sitting on the floor in a room and strumming a guitar,A man is sitting on the floor in a room and strumming a guitar,1.0,0.9268456101417542
11457,sick_train_5141,A girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on near a street,0.74,0.8203197121620178
11458,sts_train_1260,"Two young people are sitting at a table next to a sliding glass door, with one person pointing at the other.",Two people sit facing each other at a table as one points at the other.,0.8400000000000001,0.7863478064537048
11459,sts_train_4657,UN voices alarm over Israeli strikes on Syria,Israeli official confirms second air strike at Syria,0.44,0.4875777065753937
11460,sick_train_3556,There is no man performing a trick on a green bicycle,A man dressed in black is riding a bike,0.5599999999999999,0.7073416709899902
11461,sick_train_91,The men are not talking,The men are talking,0.78,0.8699119687080383
11462,sick_train_995,A boy is playing an instrument,A kid is playing guitar,0.8,0.8447777628898621
11463,sts_train_327,A woman swims underwater.,A woman is swimming.,0.76,0.7446815967559814
11464,sick_train_2590,A schoolgirl with a black bag is on a crowded train,A girl with a black bag is on a crowded train,0.94,0.9415402412414552
11465,sts_train_2323,What conviction would that be?,What conviction where you talking about before?,0.8800000000000001,0.9382862448692322
11466,sick_train_5380,A small dog is chasing a large brown cow,A dog is walking away from the tail of an animal in the grass,0.5,0.5138327479362488
11467,sick_train_2497,A big dog is running on the ground,A dog is running on the ground,0.8400000000000001,0.9265958666801452
11468,sick_train_1655,A boy and a girl in swimsuits are wearing arm floats,A boy and a girl in swimsuits are wearing floats for their arms,0.98,0.9187503457069396
11469,sts_train_2542,"In the weeks leading up to the execution, several Florida officials received anonymous threatening letters.","Several Florida officials connected to the case have received threatening letters, accompanied by rifle bullets.",0.7000000000000001,0.7694697976112366
11470,sts_train_1737,A man is scalling a sheer rock face with a rope support.,A young man is doing a ski jump with a purple board.,0.08,0.0802509486675262
11471,sts_train_178,The cats are playing with each other.,Two cats are fighting each other.,0.52,0.5789238810539246
11472,sick_train_6628,There is no person slicing a potato,A person is performing tricks on a motorcycle,0.2,0.2462949156761169
11473,sts_train_1488,A person sitting on a motorcycle while a man stands by.,A man stands next to a helmeted man on a motorcycle in an empty parking lot.,0.6000000000000001,0.6347721219062805
11474,sts_train_811,A man is playing the piano.,Someone is playing guitar.,0.15,0.3227150738239288
11475,sick_train_6584,A man is emptying a container made of plastic,A man is carelessly holding a frog,0.22,0.2375826835632324
11476,sts_train_2299,Landon And So This is Christmas We are all vessels filled with many wonders.,Play With Fire We are all vessels filled with many wonders.,0.36,0.4319957792758941
11477,sts_train_1960,The white and brown dog is shaking its ears.,The brown dog is running across the sand.,0.2799999999999999,0.371004194021225
11478,sts_train_1180,A girl riding a brown horse.,The jockey is wearing purple and riding a brown horse.,0.44,0.3849728107452392
11479,sick_train_2000,A woman is slicing a tomato,A woman is taking a can,0.4,0.3690821826457977
11480,sick_train_6868,Three friends are making faces for the camera,Three friends are making faces for a photo,1.0,0.9770691394805908
11481,sick_train_3454,People are far from a beach full of sand by the ocean and are suffering from the sunny day,People are on a beach full of sand by the ocean and are enjoying a sunny day,0.58,0.519571840763092
11482,sick_train_6520,There is no man being hit,A boy is spanking a man with a plastic sword,0.7,0.7237338423728943
11483,sts_train_4514,Iran hopes nuclear talks will yield 'roadmap',Iran Nuclear Talks in Geneva Spur High Hopes,0.8800000000000001,0.9359793663024902
11484,sick_train_2810,A cupcake is being eaten by a girl,A woman is eating a cupcake,0.78,0.7398921847343445
11485,sts_train_425,An overweight man is skipping rope.,A young man is dancing.,0.16,0.1994735151529312
11486,sick_train_3321,The lady is breaking an egg for the mixer,The lady is cracking an egg for the mixer,0.98,0.9198009371757508
11487,sts_train_4914,Russia Destroys Over 75% of Its Chemical Weapons Stockpile,Britain Sees Evidence Assad Could Use Chemical Weapons,0.2,0.2816920876502991
11488,sts_train_3485,russia is a member of the quartet on the middle east. ,russia is a member of the nsg.,0.44,0.4123677313327789
11489,sts_train_1646,Two hockey players fighting on the ice.,Two hockey players in a struggle on the ice.,0.96,0.970630407333374
11490,sts_train_4439,S.Korea proposes 'final' N.Korea talks over Kaesong,North Korea proposes high-level talks with US,0.2,0.34515181183815
11491,sts_train_5419,Gunmen kill nine foreigners in Pakistan,Gunmen kill nine tourists in Pakistan,0.96,0.928517520427704
11492,sts_train_1294,A red and blue plane flying with its landing gears down.,A WWII fighter plane with its landing gear down.,0.6400000000000001,0.6337432265281677
11493,sts_train_732,A woman is slicing an onion.,A woman is cutting a carrot.,0.2799999999999999,0.5380867123603821
11494,sts_train_1896,Several people are sitting around a fire at night.,A group of people are standing and sitting around on the ground at night.,0.52,0.6653532385826111
11495,sts_train_322,A woman is deboning a fish.,A man catches a fish.,0.25,0.3305390775203705
11496,sts_train_3118,"Still, the ""somewhat ambiguous ruling"" might be a setback for Static Control depending on how it developed its competing product, Merrill Lynch analyst Steven Milunovich said.","But Merrill Lynch analyst Steven Milunovich said the ""somewhat ambiguous ruling"" by regulators might be a setback for Static Control depending on how it developed its competing product.",1.0,1.0041903257369995
11497,sick_train_784,Two football players are scrambling for the ball on the court,A basketball player is on the court floor and another one is grabbing the ball,0.5,0.4076551496982574
11498,sick_train_3901,A girl is using sign language,A girl is communicating with sign language,0.98,0.9920575022697448
11499,sts_train_1789,A little white curly haired dog runs across the pavement with a stick in its mouth.,A white curly haired dog runs with a stick in it's mouth.,0.92,0.8805660009384155
11500,sick_train_4861,A man in a hat is walking through a store,The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,0.5,0.6991602182388306
11501,sick_train_835,Two people are arguing near a crowd,Two people are kissing near a crowd,0.6,0.4914199709892273
11502,sts_train_3491,the international atomic energy agency reached an agreement with iranian officials that stated there were no remaining issues and ambiguities regarding iran's nuclear program and activities. ,the accord said that there were no remaining issues and ambiguities regarding iran's nuclear program and activities.,0.68,0.7831727862358093
11503,sick_train_5627,The young girl with a pink shirt is peacefully lying on the grass,The young girl with a pink shirt isn't peacefully lying on the grass,0.9,0.8522816300392151
11504,sts_train_2730,"In September, a 27-year-old Singapore researcher contracted SARS while working in a laboratory.","In a case in August, a 27-year-old laboratory worker in Singapore developed SARS.",0.68,0.6266999244689941
11505,sick_train_6037,A man is putting away a guitar,A person is singing and playing the guitar,0.6799999999999999,0.6708317399024963
11506,sts_train_3712,australian television reporter peter lloyd faces 3 new drug charges in singapore. ,according to court documents -- on 25 july australian television reporter peter lloyd faced 3 new drug charges in singapore.,0.68,0.7391261458396912
11507,sts_train_824,A dog is looking around,A dog is watching a store counter.,0.32,0.4417363107204437
11508,sts_train_3767,Putin 'Wins Russian Presidential Election',Polls open in Russian presidential election,0.2,0.2646357715129852
11509,sts_train_2822,"Microsoft said Friday that it is halting development of future Macintosh versions of its Internet Explorer browser, citing competition from Apple Computer's Safari browser.","Microsoft will stop developing versions of its Internet Explorer browser software for Macintosh computers, saying that Apple's Safari is now all that Apple needs.",0.8,0.8565399646759033
11510,sick_train_4489,A white dog with beige spots is running through a field,A tan dog is resting near a brush,0.62,0.6161811947822571
11511,sts_train_2003,The problem is simpler than that.,The problem is simple.,0.76,0.8580617904663086
11512,sts_train_442,A woman is chopping a hard egg.,A person is cutting  boiled egg into pieces.,0.7066,0.7253015637397766
11513,sts_train_1502,A girl in a purple shirt and pink headband posing,A young girl wearing a hat and blue jeans is on a swing.,0.08,0.0970727354288101
11514,sick_train_4749,A man and a woman are speaking,A woman is cracking eggs,0.2799999999999999,0.2467305660247802
11515,sts_train_2368,"Ha, ha, ha, ha, ha, ha!","Ah ha, ha, ha, ha, ha!",1.0,1.0098897218704224
11516,sick_train_2284,A person is singing and playing the guitar,There is no person singing and playing the guitar,0.82,0.763249933719635
11517,sick_train_6081,A dog is emerging from a lake,An animal is emerging from a lake,0.92,0.9138273596763612
11518,sts_train_2929,Blue chips edged lower by midday on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.,U.S. stocks fell in early morning trade on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.,0.7200000000000001,0.7424687147140503
11519,sick_train_1090,The man is doing a magic trick,Some dangerous men with knives are throwing a bike against a tree,0.3,0.3202034533023834
